user_id,matched_user_id,action,timestamp
U015,U055,0,2025-02-01
U016,U014,0,2025-03-07
U016,U033,1,2025-02-22
U016,U057,1,2025-06-21
U016,U053,1,2025-05-20
U016,U069,1,2025-04-09
U016,U011,1,2025-06-24
U016,U052,0,2025-03-11
U016,U041,1,2025-03-16
U017,U024,0,2025-06-07
U017,U021,0,2025-06-03
U017,U010,0,2025-06-18
U017,U075,1,2025-06-19
U017,U065,1,2025-05-02
U017,U061,1,2025-05-03
U018,U040,1,2025-03-24
U018,U037,1,2025-02-02
U018,U008,0,2025-05-19
U018,U047,1,2025-06-07
U018,U066,1,2025-01-20
U018,U010,0,2025-06-05
U018,U041,0,2025-04-02
U018,U061,0,2025-05-18
U018,U059,1,2025-01-25
U018,U005,0,2025-04-07
U019,U011,1,2025-03-23
U019,U066,1,2025-04-06
U019,U024,0,2025-01-23
U019,U006,0,2025-06-24
U019,U033,1,2025-04-04
U019,U058,1,2025-07-02
U019,U070,1,2025-03-15
U019,U068,0,2025-06-27
U019,U022,0,2025-06-13
U019,U048,0,2025-04-05
U020,U019,0,2025-01-31
U020,U046,1,2025-04-16
U020,U041,0,2025-04-04
U020,U052,0,2025-06-30
U020,U017,0,2025-07-04
U021,U012,1,2025-05-14
U021,U056,1,2025-02-14
U021,U067,1,2025-03-26
U021,U048,0,2025-02-04
U021,U003,0,2025-05-28
U021,U072,0,2025-05-24
U021,U041,1,2025-04-06
U021,U025,0,2025-06-17
U021,U029,1,2025-04-16
U022,U021,1,2025-03-11
U022,U025,0,2025-06-15
U022,U023,1,2025-05-04
U022,U058,1,2025-03-12
U022,U006,1,2025-05-10
U022,U054,0,2025-02-28
U023,U075,1,2025-02-20
U023,U058,0,2025-06-13
U023,U061,1,2025-03-15
U023,U038,1,2025-05-13
U023,U050,0,2025-05-31
U023,U066,0,2025-05-22
U023,U069,0,2025-03-23
U024,U021,0,2025-02-02
U024,U036,0,2025-03-07
U024,U059,0,2025-04-09
U024,U067,0,2025-04-26
U024,U019,1,2025-05-18
U025,U032,0,2025-06-25
U025,U051,1,2025-02-16
U025,U011,1,2025-03-24
U025,U049,0,2025-05-10
U025,U030,0,2025-02-14
U025,U004,0,2025-05-10
U025,U042,0,2025-01-11
U026,U003,0,2025-06-14
U026,U034,0,2025-02-07
U026,U029,0,2025-03-11
U026,U020,1,2025-01-22
U026,U072,1,2025-06-22
U027,U060,1,2025-01-10
U027,U009,0,2025-03-12
U027,U015,0,2025-02-26
U027,U065,1,2025-01-31
U027,U070,0,2025-04-12
U027,U003,1,2025-05-24
U027,U067,0,2025-05-19
U027,U032,0,2025-04-19
U027,U019,0,2025-01-21
U028,U051,1,2025-04-10
U028,U049,1,2025-06-23
U028,U034,1,2025-07-04
U028,U003,0,2025-07-07
U028,U047,0,2025-02-25
U028,U009,0,2025-01-26
U028,U046,0,2025-05-07
U028,U032,1,2025-03-02
U028,U014,1,2025-03-02
U028,U044,0,2025-03-31
U029,U067,1,2025-01-22
U029,U052,0,2025-04-04
U029,U071,1,2025-04-14
U029,U062,1,2025-04-22
U029,U034,0,2025-04-18
U029,U005,1,2025-02-26
U029,U025,1,2025-05-17
U030,U068,0,2025-04-02
U030,U036,1,2025-04-03
U030,U011,0,2025-03-29
U030,U056,0,2025-04-29
U030,U073,1,2025-05-03
U030,U057,1,2025-01-20
U030,U024,0,2025-04-10
U031,U057,1,2025-06-14
U031,U037,0,2025-05-02
U031,U008,1,2025-01-27
U031,U010,1,2025-06-24
U031,U053,1,2025-04-18
U031,U048,0,2025-01-18
U031,U067,0,2025-07-02
U031,U021,0,2025-04-14
U031,U004,1,2025-01-29
U032,U018,0,2025-05-17
U032,U069,0,2025-06-02
U032,U048,1,2025-03-17
U032,U052,0,2025-03-05
U032,U042,0,2025-03-24
U032,U037,0,2025-05-15
U032,U033,1,2025-02-13
U032,U015,0,2025-05-05
U032,U004,1,2025-05-03
U033,U042,1,2025-03-27
U033,U046,0,2025-07-08
U033,U009,1,2025-04-12
U033,U072,0,2025-02-10
U033,U071,0,2025-02-14
U034,U065,0,2025-05-31
U034,U004,1,2025-02-01
U034,U048,1,2025-04-21
U034,U072,0,2025-05-12
U034,U049,0,2025-04-24
U034,U061,0,2025-01-28
U035,U042,1,2025-05-31
U035,U010,0,2025-02-25
U035,U059,0,2025-02-12
U035,U061,0,2025-01-24
U035,U068,0,2025-05-22
U035,U046,1,2025-02-21
U036,U043,1,2025-06-21
U036,U029,0,2025-03-21
U036,U046,1,2025-03-28
U036,U068,0,2025-02-02
U036,U038,0,2025-02-22
U036,U011,0,2025-06-07
U037,U022,0,2025-06-06
U037,U045,1,2025-03-04
U037,U006,0,2025-04-26
U037,U004,0,2025-01-17
U037,U011,1,2025-06-19
U037,U073,0,2025-06-23
U038,U063,1,2025-04-26
U038,U032,0,2025-03-03
U038,U053,1,2025-02-15
U038,U040,1,2025-04-01
U038,U060,0,2025-04-08
U038,U010,0,2025-02-12
U038,U008,0,2025-05-21
U039,U014,1,2025-03-25
U039,U042,0,2025-06-16
U039,U031,1,2025-02-19
U039,U061,0,2025-06-06
U039,U016,0,2025-02-27
U039,U035,0,2025-05-17
U039,U059,0,2025-05-09
U039,U032,0,2025-03-29
U039,U019,0,2025-02-02
U040,U066,0,2025-06-26
U040,U060,0,2025-03-24
U040,U031,0,2025-02-06
U040,U028,1,2025-03-18
U040,U047,0,2025-04-23
U040,U007,1,2025-04-22
U040,U070,1,2025-06-02
U040,U037,1,2025-05-31
U041,U010,0,2025-04-20
U041,U051,1,2025-04-06
U041,U066,0,2025-04-13
U041,U059,0,2025-03-01
U041,U036,0,2025-04-22
U041,U016,0,2025-01-21
U041,U017,1,2025-04-05
U042,U068,1,2025-06-16
U042,U060,0,2025-03-27
U042,U020,0,2025-05-19
U042,U067,0,2025-05-26
U042,U018,0,2025-06-03
U042,U043,1,2025-01-14
U042,U041,1,2025-07-01
U042,U021,1,2025-04-26
U043,U040,1,2025-07-03
U043,U004,1,2025-06-05
U043,U062,0,2025-02-07
U043,U034,1,2025-05-02
U043,U030,1,2025-02-17
U043,U007,1,2025-03-03
U043,U063,1,2025-06-15
U043,U022,0,2025-01-25
U043,U050,0,2025-05-22
U044,U073,0,2025-05-07
U044,U042,0,2025-04-07
U044,U063,0,2025-07-02
U044,U069,0,2025-07-03
U044,U050,1,2025-07-06
U044,U041,1,2025-05-13
U045,U032,0,2025-07-09
U045,U036,1,2025-07-09
U045,U073,0,2025-05-12
U045,U039,1,2025-03-21
U045,U029,1,2025-06-05
U045,U072,0,2025-04-17
U046,U045,0,2025-05-12
U046,U019,1,2025-05-27
U046,U038,1,2025-06-02
U046,U006,0,2025-02-14
U046,U037,1,2025-06-09
U046,U011,1,2025-01-22
U046,U075,0,2025-05-25
U046,U058,1,2025-03-10
U047,U013,1,2025-05-30
U047,U054,0,2025-02-19
U047,U043,1,2025-05-11
U047,U062,1,2025-03-02
U047,U018,0,2025-03-24
U048,U037,1,2025-02-24
U048,U008,0,2025-01-19
U048,U012,0,2025-04-21
U048,U030,0,2025-02-26
U048,U070,0,2025-03-25
U048,U005,0,2025-01-12
U048,U023,1,2025-06-13
U049,U043,0,2025-02-13
U049,U037,0,2025-05-09
U049,U060,1,2025-02-07
U049,U071,1,2025-05-07
U049,U069,0,2025-02-26
U050,U044,1,2025-06-22
U050,U038,0,2025-04-29
U050,U074,0,2025-02-01
U050,U025,1,2025-02-03
U050,U023,1,2025-02-14
U051,U042,0,2025-03-28
U051,U032,1,2025-06-05
U051,U001,1,2025-06-26
U051,U034,1,2025-03-11
U051,U050,1,2025-02-09
U051,U031,0,2025-02-19
U051,U059,1,2025-05-18
U051,U035,0,2025-07-09
U052,U016,1,2025-06-14
U052,U038,1,2025-07-08
U052,U048,0,2025-05-10
U052,U029,0,2025-06-29
U052,U072,0,2025-03-14
U052,U018,0,2025-06-11
U052,U063,0,2025-01-30
U053,U059,1,2025-05-23
U053,U069,0,2025-07-03
U053,U047,1,2025-06-08
U053,U010,0,2025-05-20
U053,U015,1,2025-01-24
U053,U008,0,2025-05-21
U053,U066,1,2025-06-03
U053,U026,1,2025-05-08
U053,U020,0,2025-03-29
U054,U003,0,2025-01-25
U054,U051,0,2025-01-27
U054,U033,0,2025-05-10
U054,U001,1,2025-04-24
U054,U028,1,2025-02-13
U054,U010,0,2025-06-24
U054,U006,0,2025-04-15
U054,U056,0,2025-04-17
U054,U045,0,2025-04-16
U054,U009,1,2025-07-03
U055,U071,0,2025-03-27
U055,U018,0,2025-05-29
U055,U045,0,2025-04-17
U055,U016,0,2025-03-14
U055,U023,0,2025-02-18
U055,U070,1,2025-02-07
U055,U051,1,2025-06-28
U055,U017,1,2025-01-14
U055,U029,1,2025-01-27
U055,U001,1,2025-01-18
U056,U007,1,2025-03-25
U056,U032,1,2025-06-06
U056,U006,1,2025-06-12
U056,U052,0,2025-04-02
U056,U058,1,2025-02-15
U056,U030,0,2025-05-23
U056,U028,1,2025-03-27
U056,U008,1,2025-06-01
U057,U023,1,2025-03-27
U057,U055,1,2025-05-27
U057,U073,0,2025-03-08
U057,U065,1,2025-02-15
U057,U007,0,2025-01-24
U057,U045,0,2025-04-26
U057,U049,0,2025-02-13
U057,U041,1,2025-03-16
U057,U054,1,2025-06-24
U058,U059,1,2025-04-16
U058,U048,0,2025-06-13
U058,U012,1,2025-01-28
U058,U070,1,2025-06-09
U058,U025,0,2025-06-02
U059,U063,0,2025-02-09
U059,U027,0,2025-05-12
U059,U043,0,2025-07-07
U059,U039,0,2025-03-03
U059,U002,1,2025-03-12
U059,U028,0,2025-03-23
U060,U061,0,2025-05-10
U060,U070,0,2025-04-01
U060,U046,0,2025-04-14
U060,U040,1,2025-01-21
U060,U034,0,2025-03-07
U060,U047,0,2025-01-14
U060,U067,1,2025-06-08
U060,U065,0,2025-04-26
U061,U020,0,2025-07-04
U061,U026,1,2025-05-15
U061,U043,0,2025-06-23
U061,U030,0,2025-05-07
U061,U049,1,2025-04-10
U061,U032,1,2025-05-29
U061,U065,0,2025-05-28
U062,U008,0,2025-01-12
U062,U069,1,2025-05-06
U062,U005,1,2025-06-17
U062,U010,0,2025-06-16
U062,U007,0,2025-06-27
U062,U001,0,2025-01-11
U062,U053,0,2025-04-25
U062,U018,1,2025-05-25
U062,U030,0,2025-05-27
U062,U009,0,2025-01-14
U063,U056,0,2025-03-19
U063,U023,0,2025-01-30
U063,U014,1,2025-04-23
U063,U013,0,2025-03-13
U063,U069,0,2025-03-08
U063,U020,1,2025-01-30
U063,U031,1,2025-06-25
U063,U025,0,2025-02-02
U063,U033,1,2025-04-16
U064,U061,0,2025-01-20
U064,U008,1,2025-07-06
U064,U002,0,2025-05-11
U064,U022,1,2025-01-29
U064,U011,0,2025-03-22
U064,U065,0,2025-06-03
U064,U056,1,2025-02-24
U064,U043,0,2025-03-31
U064,U013,1,2025-03-04
U065,U019,0,2025-02-14
U065,U051,0,2025-07-05
U065,U010,0,2025-05-18
U065,U039,0,2025-04-08
U065,U021,1,2025-05-01
U065,U031,1,2025-01-29
U065,U050,1,2025-06-16
U065,U043,0,2025-04-21
U065,U069,0,2025-04-03
U066,U035,0,2025-04-16
U066,U058,0,2025-07-03
U066,U063,0,2025-04-17
U066,U030,1,2025-06-17
U066,U046,1,2025-03-14
U067,U010,1,2025-03-29
U067,U011,0,2025-03-20
U067,U035,1,2025-02-01
U067,U020,1,2025-05-04
U067,U049,0,2025-05-21
U067,U072,1,2025-01-16
U067,U050,1,2025-05-31
U067,U041,1,2025-06-12
U067,U047,0,2025-04-18
U067,U014,1,2025-04-25
U068,U011,1,2025-03-19
U068,U073,0,2025-01-26
U068,U032,1,2025-03-21
U068,U067,0,2025-05-13
U068,U022,0,2025-04-12
U068,U049,1,2025-03-14
U068,U071,0,2025-05-16
U068,U018,1,2025-03-01
U069,U014,0,2025-04-30
U069,U018,0,2025-06-25
U069,U039,0,2025-02-13
U069,U001,1,2025-06-13
U069,U051,0,2025-03-02
U069,U043,0,2025-02-24
U069,U049,0,2025-04-01
U069,U070,1,2025-07-06
U070,U063,0,2025-05-30
U070,U032,1,2025-05-08
U070,U042,0,2025-03-04
U070,U049,0,2025-03-25
U070,U036,0,2025-01-27
U070,U051,0,2025-04-24
U070,U047,0,2025-02-14
U070,U015,0,2025-03-12
U070,U026,1,2025-02-18
U070,U024,0,2025-04-16
U071,U058,0,2025-07-06
U071,U062,1,2025-01-19
U071,U052,0,2025-04-12
U071,U069,0,2025-05-27
U071,U065,0,2025-01-31
U072,U032,0,2025-07-02
U072,U046,1,2025-04-04
U072,U022,0,2025-04-30
U072,U006,1,2025-02-04
U072,U074,1,2025-05-20
U073,U067,0,2025-05-13
U073,U072,1,2025-04-26
U073,U029,0,2025-01-31
U073,U058,1,2025-02-15
U073,U048,1,2025-04-07
U073,U051,0,2025-03-03
U073,U060,1,2025-04-09
U073,U065,0,2025-05-02
U073,U020,0,2025-05-05
U073,U045,1,2025-03-27
U074,U015,0,2025-03-13
U074,U003,0,2025-05-31
U074,U044,1,2025-06-02
U074,U014,0,2025-05-08
U074,U022,1,2025-04-23
U075,U024,0,2025-03-03
U075,U074,1,2025-07-09
U075,U056,0,2025-01-26
U075,U051,0,2025-05-27
U075,U004,1,2025-04-03
U075,U026,1,2025-02-08
U075,U058,1,2025-05-15
U075,U055,0,2025-06-22
U075,U050,1,2025-04-19
U075,U001,0,2025-06-09
